Text;User;Location;Created;Favourite_count;Retweet_count;Source
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;magda soltero;No tiene;2021-06-23 20:19:23;0;81;Twitter for iPhone
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;ᴮᴱE_Scarlett_WW⁷ Team Salted BUTTER;Francfort;2021-06-23 20:18:18;0;81;Twitter Web App
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;zahraa kareem 💛;No tiene;2021-06-23 20:18:13;0;81;Twitter for iPhone
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;Haya⁷;No tiene;2021-06-23 20:17:46;0;81;Twitter for iPhone
"RT @McDo_PH: Get your #BTSMeal via Ride-Thru and take your selca with our ""I Purple This"" photo frame!
 
You can even get a FREE Upsize to…";Adna;Abu Dhabi;2021-06-23 20:17:20;0;230;Twitter for iPhone
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";virgo_0826⁷;Republic of the Philippines;2021-06-23 20:17:14;0;345;Twitter for Android
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;Adna;Abu Dhabi;2021-06-23 20:17:11;0;81;Twitter for iPhone
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;Junki Nunmi;No tiene;2021-06-23 20:17:05;0;81;Twitter for Android
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;🧈ParkJIMIN⁷∞_is_the_TRUTH💜🐱🐥;🐱:u_ARe_MY_light⁷;2021-06-23 20:16:10;0;81;Twitter for Android
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;just the beginning⁷;#NamjoonDay  #Speak yourself  ;2021-06-23 20:15:59;0;81;Twitter Web App
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;AlexMagBookster⁷;No tiene;2021-06-23 20:15:03;0;81;Twitter for iPhone
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;ᴮᴱREAL⁷🇳🇬💜💜💜💜;No tiene;2021-06-23 20:14:44;0;81;Twitter for Android
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";ila⁷🧈;geniuslab;2021-06-23 20:14:43;0;345;Twitter for Android
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;🐋♪⟭⟬mono's Rebel⁷🥂✊🏾BLM•방탄소년단 ˙८ ˙🍊; ;2021-06-23 20:14:00;0;81;Twitter for Android
"RT @McDo_PH: Get your #BTSMeal via Ride-Thru and take your selca with our ""I Purple This"" photo frame!
 
You can even get a FREE Upsize to…";Snek714;Mi casa Owo;2021-06-23 20:13:44;0;230;Twitter for Android
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;Emma & Baptiste🍀⁷;France;2021-06-23 20:12:10;0;81;Twitter for iPhone
RT @Project0613PH: Good morning, guys! We're still lost for words with how heartwarming this has been for all of us. Last night, when we re…;SuperFan⁷ is ETERNALLY 7;No tiene;2021-06-23 20:11:28;0;293;Twitter for Android
"RT @theQoos_: [EVENT] Ultimate BTS Challenge! 🏆 Complete tasks to win BTS albums + merch package! 

+

⭐️ Get 37% off BTS ’Butter’ album pr…";BTS Suga 0903💜;No tiene;2021-06-23 20:11:09;0;11;Twitter for Android
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;ᴮᴱDrennaeB⁷🧈 😬📀📀📀 Gold 🧨+Persona+7;Belgique;2021-06-23 20:10:55;0;81;Twitter for Android
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";Bulletproof Girl Scout⁷;🇺🇸;2021-06-23 20:10:52;0;345;Twitter for iPhone
Thank you @det_gonz 💜 #BTSMeal;🍊 Mi casa: Yoongi 🍊;Ugh, Are you mad? ;2021-06-23 20:10:22;2;0;Twitter for iPhone
There was a bug in my drink @McDonalds! You can’t have purple packages for BTS meals in my area but there’s bugs in my drink?? Gaaaah!! Do better, WV!! #McDonaldsXBTS #BTSMeal #BTS #ARMY #McDonalds https://t.co/sANk9POqXT;💜⟭⟬ TERRI ⁷ ⟬⟭💜;West Virginia, USA;2021-06-23 20:10:03;0;0;Twitter for iPhone
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;JCJ⁷🐋💜🍁;No tiene;2021-06-23 20:09:35;0;81;Twitter for Android
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;ᴮᴱ∞J⁷ 🧈;she/her | 19 | ot7 or perish;2021-06-23 20:09:03;0;81;Twitter for iPhone
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;hoi⁷ 𓃹;PA, USA 🇺🇲⟭⟬🏡⟬⟭🇬🇧🇭🇰;2021-06-23 20:08:57;0;81;Twitter for Android
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;Ree ⁷ •᷄ɞ•᷅;BTS universe| she/her| Leo;2021-06-23 20:08:41;0;81;Twitter for Android
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;clara ⟭⟬ ⁷ 💛Butter🧈;No tiene;2021-06-23 20:08:21;0;81;Twitter for iPhone
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;ash.⁷;she/her;2021-06-23 20:08:10;0;81;Twitter for Android
"#BTSMeal  done ✔
#BTS #BTS_Butter #HAPPY #McDonaldsXBTS 💜 https://t.co/tCuRa05vUr";Lupi;Santa Tecla, La Libertad;2021-06-23 20:08:09;3;0;Twitter Web App
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;illa ⁷ 🧈;Polska;2021-06-23 20:08:00;0;81;Twitter Web App
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;️ paribts⁷🎫💜🧈;life goes on;2021-06-23 20:07:36;0;81;Twitter for Android
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;Nive 🍀;No tiene;2021-06-23 20:06:32;0;81;Twitter Web App
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;si;No tiene;2021-06-23 20:06:29;0;81;Twitter for iPhone
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;ᴮᴱikram⁷⟭⟬🧈(slow)📚;Morocco;2021-06-23 20:06:27;0;81;Twitter for Android
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;⚔️🦋⁷;No tiene;2021-06-23 20:06:25;0;81;Twitter Web App
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;🌸ミラ⁷🧈 BUTTER ERA;No tiene;2021-06-23 20:06:17;0;81;Twitter Web App
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;Bun⁷ 💜🐝🍊🍟🧈;No tiene;2021-06-23 20:06:16;0;81;Twitter for Android
RT @BTSOriented: The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here:…;e⁷☆🇵🇸;she/her 17;2021-06-23 20:05:50;0;81;Twitter for Android
The initial #BTSMeal feedbacks are quite insane... This truly shows @BTS_twt's humongous impact on a global scale. (Here: Mexico, US, Philippines and South Korea) https://t.co/us8wmeBb70;Sam⁷🧈;she/her biracial;2021-06-23 20:05:20;298;81;Twitter Web App
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;Robertosansie;No tiene;2021-06-23 20:02:35;0;1226;Twitter for Android
"RT @McDonalds: Behind the Sauce: Making of Film
#BTSMeal 

https://t.co/vS1T7epAYG https://t.co/EKGkBe8MC1";m¡leth;No tiene;2021-06-23 20:02:24;0;31190;Twitter for iPhone
[Swag] #BTSMeal https://t.co/TEUqGo56QH;𝙃𝙤𝙢𝙞𝙘𝙞𝙙𝙖𝙡 𝙝𝙤𝙗𝙞🧈;EL CORAZON DE JUNG HOSEOK;2021-06-23 20:00:58;6;0;Twitter for Android
RT @jinkitty57: Finally got my #BTSMeal! I gotta say @McElSalvador you are a true Army! 💜💜💜💜💜💜💜 #BTSMealElSalvador https://t.co/muzMWf8Uq0;sɪʟ⁷🍭🍷🍁📚;BTS ;2021-06-23 19:59:29;0;5;Twitter for Android
"RT @theQoos_: [EVENT] Ultimate BTS Challenge! 🏆 Complete tasks to win BTS albums + merch package! 

+

⭐️ Get 37% off BTS ’Butter’ album pr…";Pritigalz;No tiene;2021-06-23 19:58:43;0;11;Twitter for Android
RT @McDonalds: u🧈 believe it, the #BTSMeal is here https://t.co/hiP05IU8eq;s4h0pe;No tiene;2021-06-23 19:58:11;0;185196;Twitter for iPhone
"@ExpansionMx @epipeny @McDonaldsMexico Translation: 
#BTSMeal is back! And, no doubt, #BTSARMY 's power is strong, as @McDonaldsMexico had already sold 80% of the packages nationwide by day 4 from the launch in Mexico.";JRJ ⁷🧈;No tiene;2021-06-23 19:57:58;36;6;Twitter Web App
RT @McDonalds: u🧈 believe it, the #BTSMeal is here https://t.co/hiP05IU8eq;jmvn🐣_⟭⟬⁷;Bangtan is my universe ;2021-06-23 19:57:25;0;185196;Twitter for Android
RT @lyksvantae: This is what I did to my #BTSMeal packaging. Thank you so much to the creative ARMYs for the ideas 💜 https://t.co/tjNwr0FavB;Jimin_7;Tequila, Jalisco;2021-06-23 19:55:04;0;1;Twitter for iPhone
"RT @McDonalds: Behind the Sauce: Making of Film
#BTSMeal 

https://t.co/vS1T7epAYG https://t.co/EKGkBe8MC1";coco⁷ | ia;060621 | she/her | OT7;2021-06-23 19:50:07;0;31190;Twitter for Android
"RT @McDo_PH: Get your #BTSMeal via Ride-Thru and take your selca with our ""I Purple This"" photo frame!
 
You can even get a FREE Upsize to…";⟭⟬ 달별 moonligth ⟬⟭⁷;No tiene;2021-06-23 19:50:05;0;230;Twitter Web App
So I may have walked into McDonald’s and asked for the BTS poster 😌#BTS #BTSMeal #BTSARMY @BTS_twt https://t.co/s4LxlZgt19;⁷;New York, NY;2021-06-23 19:48:52;6;0;Twitter for iPhone
"[EVENT] Ultimate BTS Challenge! @theQoos_
🏆 Complete tasks to win BTS albums + merch package! 

+

⭐️ Get 37% off BTS ’Butter’ album pre-orders at https://t.co/tyKz4pVOXp!

#BTS #ARMYS #BTSButter #BTSMeal #BTS_Butter #Butter_in_노래방 #butteralbum https://t.co/XvNHtnZqEO https://t.co/8GHBub6r4o";BTS Suga 0903💜;No tiene;2021-06-23 19:48:28;2;0;Twitter for Android
"RT @cnnphilippines: Over 2,000 healthcare workers in the Philippines get first dibs on the BTS Meal from McDonald's

The much-awaited #BTSM…";coco⁷ | ia;060621 | she/her | OT7;2021-06-23 19:48:07;0;7482;Twitter for Android
"i didn't get the pretty packaging except for the paper bag 🙄 but at least i get to finally try the sauces ✨
#BTS #BTSMeal @McDonalds https://t.co/zkV4PqacuA";Giselle ⁷ ᵗᵏ;BTS💗🖤 | she/they | 24 | 🇲🇽;2021-06-23 19:47:28;1;0;Twitter for Android
"Secured the bag 😎💜 
#TheBTSMeal #BTSMeal https://t.co/bdvRSE336E";ᴮᴱSofía⁷🧈;082519;2021-06-23 19:46:33;1;0;Twitter for Android
RT @McDonalds: u🧈 believe it, the #BTSMeal is here https://t.co/hiP05IU8eq;💜ᗷTS⟭⟬💜Vaidehi💕Jungkook🐰💜🅐🅡🅜🅨⁷⟬⟭💜;No tiene;2021-06-23 19:46:22;0;185196;Twitter for Android
RT @Project0613PH: Good morning, guys! We're still lost for words with how heartwarming this has been for all of us. Last night, when we re…;ᴮᴱBTS⁷🧈 🍟🌏 IFPI TOP ARTISTS ˙८ ˙ ⟭⟬ᵇᵗˢ ᵃʳᵐʸ⟬⟭;DONT use my twet w/out consent;2021-06-23 19:42:54;0;293;Twitter Web App
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;⟬⟭vsm💜bts⁷⟭⟬∞;No tiene;2021-06-23 19:41:35;0;1226;Twitter for Android
"RT @theQoos_: [EVENT] Ultimate BTS Challenge! 🏆 Complete tasks to win BTS albums + merch package! 

+

⭐️ Get 37% off BTS ’Butter’ album pr…";cherry_jennie;No tiene;2021-06-23 19:40:29;0;11;Twitter for Android
"RT @McDo_PH: Get your #BTSMeal via Ride-Thru and take your selca with our ""I Purple This"" photo frame!
 
You can even get a FREE Upsize to…";Butterchim;No tiene;2021-06-23 19:39:58;0;230;Twitter Web App
Finally got my #BTSMeal! I gotta say @McElSalvador you are a true Army! 💜💜💜💜💜💜💜 #BTSMealElSalvador https://t.co/muzMWf8Uq0;Lia ✨🐱;No tiene;2021-06-23 19:39:18;74;5;Twitter for iPhone
It’s finally here 💜 @BTS_twt #BTSMeal https://t.co/MpxnNbkk2c;ᴮᴱMarce⁷ 🧈;No tiene;2021-06-23 19:37:15;1;0;Twitter for iPhone
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;c h e s k a;Prob watching a drama;2021-06-23 19:36:26;0;1226;Twitter for Android
"I'm coming 😍😍
.
.
.
#BTS #BTSARMY #BTSMeal #KPop #McDonaldsXBTS https://t.co/DLWCUJv0kp";Shreya Maity;No tiene;2021-06-23 19:35:52;0;0;Twitter for Android
"RT @theQoos_: [EVENT] Ultimate BTS Challenge! 🏆 Complete tasks to win BTS albums + merch package! 

+

⭐️ Get 37% off BTS ’Butter’ album pr…";;No tiene;2021-06-23 19:34:59;0;11;Twitter for Android
RT @Project0613PH: Good morning, guys! We're still lost for words with how heartwarming this has been for all of us. Last night, when we re…;Daisy ⁷ 🎫🌼💜🇲🇽;No tiene;2021-06-23 19:34:01;0;293;Twitter for iPhone
"RT @McDonalds: Behind the Sauce: Making of Film
#BTSMeal 

https://t.co/vS1T7epAYG https://t.co/EKGkBe8MC1";𝓝𝓻.𝓲𝓯𝓯𝓪𝓪𝓪;No tiene;2021-06-23 19:33:27;0;31190;Twitter for Android
"RT @woogasquadPH: Share the Happiness! 😊
Total of 30pcs #BTSMeal, snacks and biscuits succesfully turned over for kids at St. Rita Orphanag…";Biss ⁷;No tiene;2021-06-23 19:31:56;0;119;Twitter for Android
"RT @theQoos_: [EVENT] Ultimate BTS Challenge! 🏆 Complete tasks to win BTS albums + merch package! 

+

⭐️ Get 37% off BTS ’Butter’ album pr…";🍑;New York, USA;2021-06-23 19:30:15;0;11;Twitter for iPhone
"RT @McDonalds: Behind the Sauce: Making of Film
#BTSMeal 

https://t.co/vS1T7epAYG https://t.co/EKGkBe8MC1";B.T.S.7;No tiene;2021-06-23 19:29:15;0;31190;Twitter for Android
"RT @Bts7aD: @soompi In 🇰🇷, they had sold over 1.2M #BTSMeal —in just 🇰🇷 alone.

A spokesperson for McDonald’s🇰🇷stated, “Ever since the laun…";BUTTER💛💜 MIN YOONGI_OT7;same world as BTS;2021-06-23 19:27:53;0;5;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;블루윤(Jimin)1365244;No tiene;2021-06-23 19:26:58;0;1226;Twitter for Android
"i finally have it 😭💜 

it’s just the normal nuggets but I’m so so happy 🥺💜 #BTSMeal @BTS_twt https://t.co/dGWhYiYDzK";∂αℓια ⁷🧈;sivarcito;2021-06-23 19:26:30;5;0;Twitter for iPhone
"RT @McDo_PH: Get your #BTSMeal via Ride-Thru and take your selca with our ""I Purple This"" photo frame!
 
You can even get a FREE Upsize to…";스킨챱챱 𝔅𝔲𝔱𝔱𝔢𝔯🧈;전정국;2021-06-23 19:24:26;0;230;Twitter for Android
RT @McDonalds: u🧈 believe it, the #BTSMeal is here https://t.co/hiP05IU8eq;leny⁷;profile of tae's girlfriend;2021-06-23 19:22:06;0;185196;Twitter for Android
"the meal that’s outselling albums 😌
#BTSMeal https://t.co/du4EvuOlTx";sof⁷🧈;MEXICO | SHE/HER | OT7;2021-06-23 19:21:28;4;0;Twitter for iPhone
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;소금사막¹³💜매력있당💛;No tiene;2021-06-23 19:20:44;0;1226;Twitter for Android
RT @Project0613PH: Good morning, guys! We're still lost for words with how heartwarming this has been for all of us. Last night, when we re…;Maddy⁷🌷🧈;Brisbane, Queensland;2021-06-23 19:20:16;0;293;Twitter for Android
"RT @McDonalds: Behind the Sauce: Making of Film
#BTSMeal 

https://t.co/vS1T7epAYG https://t.co/EKGkBe8MC1";sofia⁷;she/her (ot7 archive for me);2021-06-23 19:19:34;0;31190;Twitter for iPhone
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;megha⁷;she/her | 27;2021-06-23 19:19:02;0;1226;Twitter for Android
I'm a clown. I thought #BTSMeal in Canada is still on this week 😅;Dee⁷ is streaming ⟭⟬ 🐳 ⟬⟭;Canada;2021-06-23 19:18:49;0;0;Twitter for Android
"RT @theQoos_: [EVENT] Ultimate BTS Challenge! 🏆 Complete tasks to win BTS albums + merch package! 

+

⭐️ Get 37% off BTS ’Butter’ album pr…";jungkook015;J&k, India ;2021-06-23 19:18:21;0;11;Twitter for Android
The McDonalds Near Me didnt have the sauces for The BTS Meal..Lameee lol jkjk #BTSMeal;VGKBLINK92;Las Vegas, NV;2021-06-23 19:18:11;0;0;Twitter for Android
Finally!! My #BTSMeal 💜💜💜💜💜 https://t.co/CaPQL8KNMP;nicky⁷!🦋;Honduras;2021-06-23 19:17:55;1;0;Twitter for Android
RT @Project0613PH: Sorry, but we're out of words so let's just cry over this. How we wish we could eat the same meal at the same table with…;💜zbk⁷ 💜ot7 ON & Dynamite;No tiene;2021-06-23 19:17:10;0;85;Twitter for Android
"RT @theQoos_: [EVENT] Ultimate BTS Challenge! 🏆 Complete tasks to win BTS albums + merch package! 

+

⭐️ Get 37% off BTS ’Butter’ album pr…";janjan⁷ 📌Sunoo bday edit;No tiene;2021-06-23 19:16:44;0;11;Twitter for Android
"RT @Project0613PH: Look at him recognizing each member! We got ARMY everywhere, and it's just fun to share this with them. 💜

Also, he remi…";💜zbk⁷ 💜ot7 ON & Dynamite;No tiene;2021-06-23 19:16:31;0;46;Twitter for Android
RT @Project0613PH: Good morning, guys! We're still lost for words with how heartwarming this has been for all of us. Last night, when we re…;💜zbk⁷ 💜ot7 ON & Dynamite;No tiene;2021-06-23 19:16:16;0;293;Twitter for Android
"RT @McDo_PH: Get your #BTSMeal via Ride-Thru and take your selca with our ""I Purple This"" photo frame!
 
You can even get a FREE Upsize to…";찜니에퐁당💦소복소복해❤;No tiene;2021-06-23 19:13:52;0;230;Twitter for Android
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";ᴮᴱOnlyArmyʰᵒᵇⁱ🎫💜¹⁶³;No tiene;2021-06-23 19:12:54;0;345;Twitter for Android
RT @kristalized_k: Brunch date with Jin today! 💜🍟 Got the free upsize because of him. Super swerte ko talaga sa boyfie ko noh #perks hahaha…;jiminssi;No tiene;2021-06-23 19:12:51;0;6;Twitter for iPhone
"RT @fangirl_mnl: BTS Meal Giveaway P260 

-Follow us
-RT this + any of our selling post/s
-Mention a friend below 

Feel free to share your…";😺;No tiene;2021-06-23 19:12:41;0;38;Twitter for Android
RT @Project0613PH: Good morning, guys! We're still lost for words with how heartwarming this has been for all of us. Last night, when we re…;Mels;No tiene;2021-06-23 19:10:42;0;293;Twitter for Android
fuel for work #BTS #BTSMeal https://t.co/5AuwtNXACd;murim dumpling⁷;RUH X MNL;2021-06-23 19:10:04;4;1;Twitter for iPhone
"RT @theQoos_: [EVENT] Ultimate BTS Challenge! 🏆 Complete tasks to win BTS albums + merch package! 

+

⭐️ Get 37% off BTS ’Butter’ album pr…";hyeon;No tiene;2021-06-23 19:09:59;0;11;Twitter for iPhone
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";far⁷🧈8YearsToInfinity ⟬⟭ ⟭⟬ 💜;OT7 🧍🏼‍♀️;2021-06-23 19:09:59;0;345;Twitter for Android
"RT @McDo_PH: Get your #BTSMeal via Ride-Thru and take your selca with our ""I Purple This"" photo frame!
 
You can even get a FREE Upsize to…";Berry⁷ ᴮᵁᵀᵀᴱᴿ 🧈💜;Germany;2021-06-23 19:09:36;0;230;Twitter Web App
"RT @fangirl_mnl: BTS Meal Giveaway P260 

-Follow us
-RT this + any of our selling post/s
-Mention a friend below 

Feel free to share your…";snowiee;No tiene;2021-06-23 19:08:16;0;38;Twitter for Android
"RT @theQoos_: [EVENT] Ultimate BTS Challenge! 🏆 Complete tasks to win BTS albums + merch package! 

+

⭐️ Get 37% off BTS ’Butter’ album pr…";BÖŠÝ;No tiene;2021-06-23 19:08:06;0;11;Twitter for Android
"[EVENT] Ultimate BTS Challenge! 🏆 Complete tasks to win BTS albums + merch package! 

+

⭐️ Get 37% off BTS ’Butter’ album pre-orders at https://t.co/bWchAfSOMS!

#BTS #ARMYS #BTSButter #BTSMeal #BTS_Butter #Butter_in_노래방 #butteralbum https://t.co/wr8n9zfrY1";theQoos;No tiene;2021-06-23 19:04:17;18;11;Twitter for iPhone
"RT @McDonalds: Behind the Sauce: Making of Film
#BTSMeal 

https://t.co/vS1T7epAYG https://t.co/EKGkBe8MC1";Techy Guerra;No tiene;2021-06-23 19:04:00;0;31190;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;sd_kookieᴮᴱ;Sri Lanka;2021-06-23 19:03:58;0;1226;Twitter for Android
secured the bag 🔒 #BTSMeal https://t.co/R2aN3ZHFh4;˗ ˏˋgaby •ᴗ• ˎˊ-;Mexico;2021-06-23 19:03:30;0;0;Twitter for iPhone
"i could finally get it💜 it was so fun and delicious, my favorite sauce was cajun

#BTSMeal #BTS #McDonalds #TheBTSMeal @BTS_twt https://t.co/t5EKJYixX0";iwilldiefor.....;No tiene;2021-06-23 19:02:59;1;0;Twitter for Android
Super!! 💜💜💜 #BTSMeal #BTS https://t.co/ZFbA5umcz7;NSoul;No tiene;2021-06-23 19:02:20;0;0;Twitter for Android
"@McDonaldsMexico I purple you! 💜⁷ @McDonaldsMexico @McDonalds
🍗🍟🥤 
#BTSMeal #BTS #BTSARMY 🇲🇽 https://t.co/BoXMbkgixE";Gisel Kauffman;Mx;2021-06-23 19:02:06;1;1;Twitter Web App
RT @Project0613PH: Good morning, guys! We're still lost for words with how heartwarming this has been for all of us. Last night, when we re…;𝐄𝐯𝐞💜⁷🧈#Butter4thNo1OnHot100;No tiene;2021-06-23 19:01:56;0;293;Twitter for Android
"RT @BTSonRadioPH: [McGift For Crew Update]

PEARLS Alliance Fanbases gave customized cake, cupcakes and cookies to three branches of McDo i…";⁷ᴮᴱᴺᵒ¹Spread Butter 🧈;Genius Lab;2021-06-23 19:01:49;0;23;Twitter for Android
RT @BTSonRadioPH: The crew were so happy and touched about your gift, PH ARMYs! Again, thank you McDo Crew for giving us the best experienc…;⁷ᴮᴱᴺᵒ¹Spread Butter 🧈;Genius Lab;2021-06-23 19:01:42;0;23;Twitter for Android
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";ᴮᴱ🧈StrawberryJelly⁷⟭⟬💜⟬⟭;No tiene;2021-06-23 19:00:03;0;345;Twitter for Android
RT @Project0613PH: Good morning, guys! We're still lost for words with how heartwarming this has been for all of us. Last night, when we re…;𝓛𝓤𝓛𝓤 ⁷ᴺᵒ¹ ⟭⟬ BTS ⟬⟭ connected to 7G since ²⁰¹³;New York, USA;2021-06-23 18:59:26;0;293;Twitter Web App
"RT @Project0613PH: Look at him recognizing each member! We got ARMY everywhere, and it's just fun to share this with them. 💜

Also, he remi…";𝔻𝕚𝕕𝕚⁷;No tiene;2021-06-23 18:57:40;0;46;Twitter for Android
RT @Project0613PH: Good morning, guys! We're still lost for words with how heartwarming this has been for all of us. Last night, when we re…;Barbara Burrell ⁷🧈⟭⟬+⟬⟭💜;Utah, USA;2021-06-23 18:56:36;0;293;Twitter Web App
RT @MrsTOH2O: Just ordered this! Ya know what's it going to be? 🥰💜👇 #BTSMeal #BTSARMY #BTSxMcD @BTS_twt https://t.co/q0rnnwJFAQ;Ash☆Smith🐨💜BTS,ARE,REALLY,GREAT🥞SINGERS🥞;United States;2021-06-23 18:55:09;0;17;Twitter for Android
RT @Project0613PH: Good morning, guys! We're still lost for words with how heartwarming this has been for all of us. Last night, when we re…;Alex Infired ⁷;Heart with BTS, rest in Greece;2021-06-23 18:54:38;0;293;Twitter Web App
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;˗ˏˋᴮᴱ Rym⁷🐋ˎˊ˗;No tiene;2021-06-23 18:52:28;0;1226;Twitter Web App
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;kimberly;filipino-candian   ♡ her/she;2021-06-23 18:52:18;0;1226;Twitter for iPhone
"SOOOO I did a thinggg 😬 

I called McDonald’s and asked for the poster and they let me have it 🥰🥰🥰 @McDonalds @BTS_twt #bts #btsmeal #kpop https://t.co/IN5P43t8Xl";disyy 🖤;Dancing with J-Hope;2021-06-23 18:52:11;1;0;Twitter for iPhone
