Text;User;Location;Created;Favourite_count;Retweet_count;Source
"RT @andiech21: Purple day 💜✨
#BTSMeal #btsmealelsalvador #BTSARMY #BTS #BTSXMcDonalds #방탄소년단 https://t.co/2MNThlwEeP";NEY⁷ ᴮᴱ 🍊;El Salvador🇸🇻💜;2021-06-23 18:51:04;0;2;Twitter for Android
"RT @Project0613PH: It's indeed a happy meal with the #BTSMeal. 💜

#AnpanMEALDrive #BTSMeal https://t.co/f3q0RJHgAB";JenTae⁷⟬⟭ 🧈💛 ⟭⟬;No tiene;2021-06-23 18:48:56;0;31;Twitter Web App
RT @Project0613PH: Sorry, but we're out of words so let's just cry over this. How we wish we could eat the same meal at the same table with…;JenTae⁷⟬⟭ 🧈💛 ⟭⟬;No tiene;2021-06-23 18:48:39;0;85;Twitter Web App
RT @Project0613PH: The chance to share a #BTSMeal w/ the children and families under the care of KSE is priceless. While some of us enjoy i…;JenTae⁷⟬⟭ 🧈💛 ⟭⟬;No tiene;2021-06-23 18:48:35;0;53;Twitter Web App
"RT @Project0613PH: Look at him recognizing each member! We got ARMY everywhere, and it's just fun to share this with them. 💜

Also, he remi…";JenTae⁷⟬⟭ 🧈💛 ⟭⟬;No tiene;2021-06-23 18:48:11;0;46;Twitter Web App
RT @Project0613PH: Good morning, guys! We're still lost for words with how heartwarming this has been for all of us. Last night, when we re…;JenTae⁷⟬⟭ 🧈💛 ⟭⟬;No tiene;2021-06-23 18:47:47;0;293;Twitter Web App
"RT @Sevenfirestorm: McFlurry one please... ! 🍦
#BTS #BTSMeal #TAEHYUNG #BTSARMY https://t.co/aMRMx9EjQW";CatboyPan;Discord;2021-06-23 18:47:29;0;1;Cheerio7
"McFlurry one please... ! 🍦
#BTS #BTSMeal #TAEHYUNG #BTSARMY https://t.co/aMRMx9EjQW";Mimi⁷ 🧈;No tiene;2021-06-23 18:47:26;0;1;Twitter for Android
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";ᴮᴱ🏆7️⃣;No tiene;2021-06-23 18:47:05;0;345;Twitter for Android
#BTSMeal done 💜💜💜✔✔✔ @BTS_twt https://t.co/PNp1V4WWpc;Lizeth⁷🧈;No tiene;2021-06-23 18:45:11;0;0;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;ᴮᴱSab⁷🧈 BUTTER IS HERE;No tiene;2021-06-23 18:44:46;0;1226;Twitter for iPhone
RT @McDonalds: u🧈 believe it, the #BTSMeal is here https://t.co/hiP05IU8eq;little pirince's m∞n;Micro-cosmos;2021-06-23 18:44:23;0;185196;Twitter for Android
RT @nabiya0693: Uptown Mall at BGC, Taguig City lights up in Purple for the #BTSMeal lauching on June 18th. https://t.co/zoUG2cVcm2;sofia⁷;she/her (ot7 archive for me);2021-06-23 18:43:22;0;3507;Twitter for iPhone
RT @McDonalds: did someone here ask for more BTS? #BTSMeal https://t.co/GobrPYxz0c;Lil_monster_gurl;California, USA;2021-06-23 18:43:01;0;4514;Twitter for iPhone
"Purple day 💜✨
#BTSMeal #btsmealelsalvador #BTSARMY #BTS #BTSXMcDonalds #방탄소년단 https://t.co/2MNThlwEeP";Andrea🧈;No tiene;2021-06-23 18:41:37;7;2;Twitter for Android
"RT @DdaengLifeUnite: 💜ARMY SUPPORTS ARMY💜
 
Project: BTS McDonation meal to help buy #BTSMeal for those army who are unable to afford it

O…";∞🌳⟬⟭ᴮᴱGayatri⁷⟭⟬🧈🐳🚲ia;Mumbai;2021-06-23 18:41:06;0;3;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;JIN2;No tiene;2021-06-23 18:40:40;0;1226;Twitter for Android
"RT @BeyondBeOnSay: #Subway  @Subway;    If it ain’t #tuna, then #WTF is it? #McDonalds #Popeyes  #Calamari #doordash #BTSMeal #DiamondHands…";BeyondBeOnSay;Everywhere music plays ;2021-06-23 18:40:27;0;2;Twitter for iPhone
"RT @McDonalds: Behind the Sauce: Making of Film
#BTSMeal 

https://t.co/vS1T7epAYG https://t.co/EKGkBe8MC1";Jamless🧈;No tiene;2021-06-23 18:39:51;0;31190;Twitter for iPhone
RT @tanniekosmossss: McDonalds in Capital Town in San Fernando, Pampanga turns into Purple World for the first day of THE BTS MEAL. It’s so…;𝘼🥤;Forks, WA;2021-06-23 18:39:06;0;3607;Twitter for iPhone
"RT @joonswonder: Hey PH ARMYs!! 

BTS MEAL GIVEAWAY!!
#BTSMeal  

(By giving u guys 300 Php!!) (BTS MEAL + Delivery fee) 

Will be announci…";𝚑𝚊𝚗𝚊⁷♡ || BUSY📚;♡;2021-06-23 18:38:10;0;215;Twitter Web App
Finally 💜 #BTSMeal #보라해 https://t.co/k12Z7cabpP;melissa🌸;México;2021-06-23 18:37:27;5;0;Twitter for Android
"RT @jenS_FromDblock: ""when you move with love, you can cross cultures and bring people together..""
🙌👏🙌👏
sharing this post from one of the O…";ᴮᴱNat∞PD⁷ 🧈;No tiene;2021-06-23 18:35:01;0;2;Twitter for Android
"RT @McDonalds: Behind the Sauce: Making of Film
#BTSMeal 

https://t.co/vS1T7epAYG https://t.co/EKGkBe8MC1";leticia ∞ ❆⁷🧈;yesstyle code: 7LETICIA;2021-06-23 18:34:53;0;31190;Twitter for iPhone
"💜ARMY SUPPORTS ARMY💜
 
Project: BTS McDonation meal to help buy #BTSMeal for those army who are unable to afford it

Organizer: Anpanation (@heeseokeiys)

Refer👇 below for more info
@BTS_twt https://t.co/PCQ60DJSYE";BTS 🤝 ARMY PROJECTS;Worldwide 🌍;2021-06-23 18:33:58;13;3;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;國旻女孩;Taiwan;2021-06-23 18:33:46;0;1226;Twitter for Android
Por fin logre comprar mi BTS MEAL #BTSMeal #Mexico #BTS #ARMY https://t.co/ZYVGlA7PVc;Jungkookie23;Seúl, Corea;2021-06-23 18:33:20;2;0;Twitter for Android
"RT @McDo_PH: Get your #BTSMeal via Ride-Thru and take your selca with our ""I Purple This"" photo frame!
 
You can even get a FREE Upsize to…";퍼플Apple⁷;HopeWorld 소우주;2021-06-23 18:33:19;0;230;Twitter Web App
"RT @bangtanssii7: #BTSMeal Gcash giveaway for PH ARMYs 🌟

When: June 25, 2021
End of GA: June 25, 2021

How to join: https://t.co/b4QY7tVgG2";riri⁷ 💫;your certified jinkooker;2021-06-23 18:32:28;0;93;Twitter for Android
"RT @woogasquadPH: Share the Happiness! 😊
Total of 30pcs #BTSMeal, snacks and biscuits succesfully turned over for kids at St. Rita Orphanag…";Taetaevpurplebts🐯💜🍯🌙💚💙🤍🐻❄️💮💨🌸🌸🌸;No tiene;2021-06-23 18:32:19;0;119;Twitter for Android
"'The BTS Meal | McDonald’s PH' ad has reached 8M views👏🏻

Continue using it as filler when streaming Butter &amp; other BTS official MVs 
#방탄소년단 #BTS #BTSMeal #TheBTSMeal #BTSxMcD   @BTS_twt  @McDo_PH 

▶️ https://t.co/aSUshPdx2a https://t.co/cOKzj7Lepj";⟢ 𝔸⁷ ⟣;🇵🇭 | 🐥🐰🐿 biased;2021-06-23 18:30:14;1;0;Twitter Web App
ya me comí las papas🧍‍♀️AUDJJWIS anyways this is how you eat the bts meal 😌#bts #BTSMeal https://t.co/3fIctqXqy0;vale⁷;superhell • she/her • 16;2021-06-23 18:29:31;0;0;Twitter for iPhone
"Otra vez the bts meal 💗🕴

#bts #BTSMeal #McDonaldsXBTS https://t.co/VSxqZpokEI";ᵇᵘᵗᵗᵉʳ ♡︎𝗔𝗨𝗥𝗜𝗔⁷ 🪐🐨;BTS PAVED THE WAY;2021-06-23 18:29:30;0;0;Twitter for iPhone
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;Pattararad ʚ♡⃛ɞ 𝘽𝙪𝙩𝙩𝙚𝙧 🧈◡̈;กรุงเทพมหานคร;2021-06-23 18:29:20;0;1226;Twitter for iPhone
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;Min yoongi;No tiene;2021-06-23 18:26:35;0;1226;Twitter Web App
RT @PhilippineStar: The packaging is too precious that it’s hard to throw it away. So, ARMYs made sure to make something out of it. #BTSMea…;🌸Besitos Vkook 💜;Chinolandia;2021-06-23 18:26:31;0;44;Twitter for Android
RT @tannieshearteu: had my #BTSMeal with my stan twt moots ♡ ily my babies ♡ https://t.co/WoQxNtBIiw;🌸Besitos Vkook 💜;Chinolandia;2021-06-23 18:26:27;0;9;Twitter for Android
COOL #BTSMeal #BTS #israel https://t.co/kwhGOa0Oc3;Do U Know Jin?🥃;Israel ;2021-06-23 18:26:17;4;0;Twitter for iPhone
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;🌸Besitos Vkook 💜;Chinolandia;2021-06-23 18:25:47;0;1226;Twitter for Android
"RT @ladyplscalmdown: #BTSMeal 21 Jun 

nuggets and sauce with my babies https://t.co/7tMvJPNw6r";🌸Besitos Vkook 💜;Chinolandia;2021-06-23 18:25:32;0;2;Twitter for Android
the bag says borahae im gonna cry #BTSMeal https://t.co/ou4lsH1Mb9;vale⁷;superhell • she/her • 16;2021-06-23 18:24:47;3;0;Twitter for iPhone
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";𝒫⁷🐋𝘽𝙪𝙩𝙩𝙚𝙧🧈21/05;She/her;2021-06-23 18:24:31;0;345;Twitter for iPhone
Who did this… 😭😭😭 #BTSMeal https://t.co/mpZPmRUKCe;⁷ ⟭⟬ +×+ ᴱᴺ⁻;she/her ;2021-06-23 18:22:25;0;0;Twitter for iPhone
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";Taehee⁷🌱🐰🍧🧈 8 years with you ∞;she!her in love with bts;2021-06-23 18:21:15;0;345;Twitter for iPhone
RT @ChiSar13: @shadow_twts @BTS_twt According to the news, they sold about 3.5M pieces (about a million #BTSMeal ) on 1st day alone.. and a…;JenTae⁷⟬⟭ 🧈💛 ⟭⟬;No tiene;2021-06-23 18:19:55;0;2;Twitter Web App
RT @yeopiphany: 1M units sold of #BTSMeal in South Korea alone. 🤭;Verooo;No tiene;2021-06-23 18:19:55;0;161;Twitter for Android
"RT @McDo_PH: Get your #BTSMeal via Ride-Thru and take your selca with our ""I Purple This"" photo frame!
 
You can even get a FREE Upsize to…";Verooo;No tiene;2021-06-23 18:19:36;0;230;Twitter for Android
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";#Butter💛;No tiene;2021-06-23 18:18:13;0;345;Twitter Web App
"RT @Butternia7: Others Army : Bts Meal 
There's no bts meal in our country 😭

#BTSMeal";𝚖𝚒𝚗𝚊𝚑𝚒𝚕;Islamabad, Pakistan;2021-06-23 18:16:44;0;2;Twitter for iPad
Dem new MC nuggets nines 🥶🥶🥶#McDonalds #Sneakers #BTSMeal https://t.co/2hZxjoaqtW;criss;No tiene;2021-06-23 18:14:53;1;0;Twitter for iPhone
"RT @woogasquadPH: Share the Happiness! 😊
Total of 30pcs #BTSMeal, snacks and biscuits succesfully turned over for kids at St. Rita Orphanag…";Taehyung_Italy;Italia;2021-06-23 18:13:56;0;119;Twitter for iPhone
"RT @clairyclefairy: Y’all know I had to 💜

#GPOSERS #FFXIVScreenshots #ffxivsnaps #catgirl #EorzeaPhotos #eorzea #miqote #miqotegirl #BTS #…";MexicanKandi💕🔞;No tiene;2021-06-23 18:13:36;0;5;Twitter for iPhone
"RT @McDonalds: #BTSMeal Lunch Party #2
6/4 3PM ET

hint: 🍟😋 + 🎥❓

watch: https://t.co/78SWphjPuu";Jay;No tiene;2021-06-23 18:12:26;0;1950;Twitter for iPhone
"RT @McDonalds: #BTSMeal Lunch Party #1
5/28 3PM ET

hint: 🎲👾 + 🎥❓

https://t.co/0T3DZa4kFn https://t.co/627HsVJhmj";Jay;No tiene;2021-06-23 18:12:16;0;34465;Twitter for iPhone
"RT @McDonalds: #BTSMeal  Lunch Party #2
6/4 3PM ET

hint: 🍟😋 + 🎥❓

watch: https://t.co/qQGQNzL7Cu https://t.co/b9h1y2YGyr";Jay;No tiene;2021-06-23 18:12:08;0;24125;Twitter for iPhone
Done!!! #BTSMeal #BTS #ARMY https://t.co/tB9Zxv7CX2;Ivette Amaya;No tiene;2021-06-23 18:11:04;0;0;Twitter for Android
"RT @McDonalds: #BTSMeal Lunch Party #3
6/11 3PM ET

hint: 📦💜 + 🎥❓

watch: https://t.co/JmOGHMINId https://t.co/IiCeiHG9zZ";Jay;No tiene;2021-06-23 18:11:01;0;12340;Twitter for iPhone
"RT @McDonalds: Behind the Sauce: Making of Film
#BTSMeal 

https://t.co/vS1T7epAYG https://t.co/EKGkBe8MC1";Jay;No tiene;2021-06-23 18:09:40;0;31190;Twitter for iPhone
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;زہرا ⁷;🇵🇰;2021-06-23 18:08:31;0;1226;Twitter for Android
RT @btschartdata: This is a tweet for your #BTSMeal photo dump👇;KOOKIE♡🐰✜;Imus, Calabarzon;2021-06-23 18:07:27;0;3812;Twitter for iPhone
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";Jacob⁷🧈;No tiene;2021-06-23 18:06:37;0;345;Twitter for iPhone
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;계란이💜;No tiene;2021-06-23 18:06:34;0;1226;Twitter for iPhone
"Ok, so #BTSMeal sauces, I figured it out.

Sweet Chilli goes best with Nuggets
Cajun with fries https://t.co/s0KcmpErNA";Sofía⁷ Carita de santa, pero friki;No tiene;2021-06-23 18:06:30;5;0;Twitter Web App
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";ᴮᴱBTS⁷🧈;No tiene;2021-06-23 18:04:16;0;345;Twitter Web App
"RT @McDo_PH: Get your #BTSMeal via Ride-Thru and take your selca with our ""I Purple This"" photo frame!
 
You can even get a FREE Upsize to…";Bangtanboyzz⁷;No tiene;2021-06-23 18:04:05;0;230;Twitter Web App
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";🌈Karol ✨;Southern Air Nomad Temple ;2021-06-23 18:03:15;0;345;Twitter for iPhone
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;🐳 ⁷;Hà Nội, Việt Nam;2021-06-23 18:02:09;0;1226;Twitter for Android
So I dont have Mcdonals in my country and due to pandemic i cant travel so my irl ARMY bestie had the BTS meal (her first time even eating Mcdonalds food) in my honour 💜💜💜💜💜 #BTSMeal #BTSARMY https://t.co/eKCeUQ1JNI;Taerin;UK;2021-06-23 18:01:15;1;0;Twitter for iPhone
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";💜 Petite⁷ 💜;No tiene;2021-06-23 18:00:55;0;345;Twitter for iPhone
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";ᴮᵘᵗᵗᵉʳEunBi♡⁷;No tiene;2021-06-23 18:00:00;0;345;Twitter for Android
"My bts meal!
#bts #BTSMeal https://t.co/wrojx48QCc";Bhaskar Banerjee;Singapore;2021-06-23 17:59:22;1;0;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;kotoji;🇸🇬↔️🗺;2021-06-23 17:58:45;0;1226;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;ttmt⁷~🍀⟭⟬🍃~;No tiene;2021-06-23 17:52:22;0;1226;Twitter for Android
"1.2 million of bts meal sold alone in korea in less than a month.🍟💜
#bts #BTSMeal #ARMY https://t.co/Wh4DNiTJlP";ARMY💜BTS;No tiene;2021-06-23 17:51:53;1;0;Twitter for iPhone
I got a complete #BTSMeal this time!;pau ⁷;No tiene;2021-06-23 17:51:34;1;0;Twitter for iPhone
"RT @jenS_FromDblock: ""when you move with love, you can cross cultures and bring people together..""
🙌👏🙌👏
sharing this post from one of the O…";Rochelle Jimenez;No tiene;2021-06-23 17:50:38;0;2;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;miriam;No tiene;2021-06-23 17:50:09;0;1226;Twitter for iPhone
"RT @woogasquadPH: Share the Happiness! 😊
Total of 30pcs #BTSMeal, snacks and biscuits succesfully turned over for kids at St. Rita Orphanag…";Shubhu🍒🍓🪐🌸;No tiene;2021-06-23 17:50:06;0;119;Twitter for Android
"BTS Meals... 

#BTSMeal  #McDonalds #Nicaragua https://t.co/Q8etHpoXzP";Andrea;No tiene;2021-06-23 17:49:25;14;1;Twitter for Android
RT @McDonalds: did someone here ask for more BTS? #BTSMeal https://t.co/GobrPYxz0c;Army-BTS Forever⁷ 🧈;No tiene;2021-06-23 17:48:11;0;4514;Twitter for Android
Happy happy #BTSmeal https://t.co/CjFk3avhTY;Luce⁷⁺⁹;No tiene;2021-06-23 17:47:49;1;0;Twitter for Android
"RT @KDOT_CartPH: 💜 BTS MEAL GIVEAWAY 💜

— 2 winners of BTS Meal 
— your area must be serviceable by food panda / grab / other food delivery…";Hanieeee!;No tiene;2021-06-23 17:47:40;0;387;Twitter for Android
"RT @joonswonder: Hey PH ARMYs!! 

BTS MEAL GIVEAWAY!!
#BTSMeal  

(By giving u guys 300 Php!!) (BTS MEAL + Delivery fee) 

Will be announci…";Hanieeee!;No tiene;2021-06-23 17:46:50;0;215;Twitter for Android
The first of a few planned! #BTSMeal https://t.co/QcbGNnjkrC;scout⁷;No tiene;2021-06-23 17:46:48;6;0;Twitter for Android
"RT @bangtanssii7: #BTSMeal Gcash giveaway for PH ARMYs 🌟

When: June 25, 2021
End of GA: June 25, 2021

How to join: https://t.co/b4QY7tVgG2";Open for academic comission | Trader;No tiene;2021-06-23 17:46:16;0;93;Twitter for Android
RT @McDonalds: u🧈 believe it, the #BTSMeal is here https://t.co/hiP05IU8eq;8 years with BTS💃🌙💜🤩;Mumbai, INDIA;2021-06-23 17:44:53;0;185196;Twitter for Android
"RT @woogasquadPH: Share the Happiness! 😊
Total of 30pcs #BTSMeal, snacks and biscuits succesfully turned over for kids at St. Rita Orphanag…";Armylyn⁷🧨 1 in Hot 100 ᴮᴱ;No tiene;2021-06-23 17:44:35;0;119;Twitter for Android
"RT @mozariella: YEY!! I GOT IT!! also bought the minions happy meal cause purple matches with yellow @McDonalds @McDo_PH 
#BTSMeal #BTSXMcD…";skirttwt ❁;Harvard;2021-06-23 17:43:40;0;1;Twitter Web App
"RT @clairyclefairy: Y’all know I had to 💜

#GPOSERS #FFXIVScreenshots #ffxivsnaps #catgirl #EorzeaPhotos #eorzea #miqote #miqotegirl #BTS #…";Catgirl Retweet Bot;United Kingdom;2021-06-23 17:42:55;0;5;Catgirl Retweet Bot
"RT @McDo_PH: Hotness overload! Have you tried these two new fiery sauces? Get a taste when you order The #BTSMeal. 

Order now via https://…";ˢᵃᵐᵃⁿᵗʰᵃ ᶠᵃʸᵉ⁷ 💜🧈;Las Pinas City, National Capit;2021-06-23 17:41:50;0;253;Twitter for Android
"RT @clairyclefairy: Y’all know I had to 💜

#GPOSERS #FFXIVScreenshots #ffxivsnaps #catgirl #EorzeaPhotos #eorzea #miqote #miqotegirl #BTS #…";𝚁𝚢𝚘;No tiene;2021-06-23 17:40:57;0;5;Twitter for iPhone
"RT @McDo_PH: Get your #BTSMeal via Ride-Thru and take your selca with our ""I Purple This"" photo frame!
 
You can even get a FREE Upsize to…";andeng;No tiene;2021-06-23 17:40:35;0;230;Twitter for Android
"""when you move with love, you can cross cultures and bring people together..""
🙌👏🙌👏
sharing this post from one of the OG food bloggers in the Philippines, who happens to be also a colleague of mine 💜💜💜
#btsmeal #btsmealPH #McDonaldsXBTS #mcdo #mcdoph https://t.co/hzk6rPIxhe";sandundermyfeet⁷;Philippines;2021-06-23 17:37:39;4;2;Twitter Web App
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;丂山🝗🝗七⻏🝗闩尺;No tiene;2021-06-23 17:36:56;0;1226;Twitter for Android
"RT @joonswonder: Hey PH ARMYs!! 

BTS MEAL GIVEAWAY!!
#BTSMeal  

(By giving u guys 300 Php!!) (BTS MEAL + Delivery fee) 

Will be announci…";banana seokjinnie;somewhere far away;2021-06-23 17:36:39;0;215;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;𝐃𝐢𝐨𝐧⁷ 💜∞;“ BTS is the gender ”;2021-06-23 17:36:29;0;1226;Twitter for Android
"RT @Andy12844361: Hola Mcdonald's!!💜

@BTS_twt #BTSMeal https://t.co/h7MeIkLmUR";⁷larιѕѕa🌳;ONLY BANGTAN;2021-06-23 17:35:06;0;2;Twitter for Android
"BESTIES, GUESS WHAT???? 

ROUND TWO!!! 🍟🥤 #BTSMeal https://t.co/3Puzm9iHHr";brina⁷☁️;mexico🇲🇽;2021-06-23 17:34:59;4;0;Twitter for iPhone
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;M A E || B U T T E R;No tiene;2021-06-23 17:34:16;0;1226;Twitter for Android
"Our room, our playlist. Am I right Guys ? 
#MBAO #BTS #BTS_Butter #BTSARMY #BTSMeal #BTSTHEBEST @BTS_twt @MBAO21OFFICIAL https://t.co/6V76DcAp22";MOROCCAN BTS ARMY OFFICIAL;Morocco;2021-06-23 17:34:12;4;2;Twitter for Android
"RT @woogasquadPH: Share the Happiness! 😊
Total of 30pcs #BTSMeal, snacks and biscuits succesfully turned over for kids at St. Rita Orphanag…";Kim Mingyu;No tiene;2021-06-23 17:33:05;0;119;Twitter for Android
"Do you enjoy it too ? 😂
#MBAO #BTSMeal #BTS_Butter #BTSARMY #memes #BTSTHEBEST @BTS_twt @MBAO21OFFICIAL https://t.co/FirYN736L3";MOROCCAN BTS ARMY OFFICIAL;Morocco;2021-06-23 17:29:48;6;2;Twitter for Android
"RT @sangel1230: @McDo_PH Let me say this again @McDo_PH 
You've been doing amazing! In fact, I-armys, even K-armys are sort of envious of f…";borg;🇵🇭 | 💜💚💙;2021-06-23 17:29:35;0;15;Twitter for Android
TRENDING: #Mrbeast| #Minecraft| #Spain| #AmazonPrimeDay| #WINNER| #BTSMeal;╰𝘊𝘢𝘳𝘶𝘢𝘯𝘢╮RETWEET MY PINNED;Positive Land;2021-06-23 17:26:58;0;0;Twitter Web App
"RT @McDo_PH: Hotness overload! Have you tried these two new fiery sauces? Get a taste when you order The #BTSMeal. 

Order now via https://…";Jay;No tiene;2021-06-23 17:26:52;0;253;Twitter for Android
"RM Butter Cooler Version 💛!
-
-
#Butter11thWin #BTS #BTSMeal #BTSARMY #btsfanart #rm #Namjoon #Butter_BTS #BTSButter #BANGTAN https://t.co/AYsqKZ46BG";Mahrzeline;México;2021-06-23 17:26:38;1;0;Twitter for Android
"RT @McDonalds: Behind the Sauce: Making of Film
#BTSMeal 

https://t.co/vS1T7epAYG https://t.co/EKGkBe8MC1";RRRAP MONSTA;No tiene;2021-06-23 17:26:32;0;31190;Twitter Web App
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;Gerardo Brendan;No tiene;2021-06-23 17:26:02;0;1226;Twitter for iPhone
"RT @McDo_PH: Hotness overload! Have you tried these two new fiery sauces? Get a taste when you order The #BTSMeal. 

Order now via https://…";mareng lea⁷ ia;🇵🇭 • she/bi • 20;2021-06-23 17:26:02;0;253;Twitter for Android
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";🧈 #Butter4thNo1OnHot100 📌;header by @bts_we_are_7;2021-06-23 17:25:52;0;345;Twitter for Android
"RT @McDonalds: Behind the Sauce: Making of Film
#BTSMeal 

https://t.co/vS1T7epAYG https://t.co/EKGkBe8MC1";Park Sara;No tiene;2021-06-23 17:25:45;0;31190;Twitter for Android
"RT @clairyclefairy: Y’all know I had to 💜

#GPOSERS #FFXIVScreenshots #ffxivsnaps #catgirl #EorzeaPhotos #eorzea #miqote #miqotegirl #BTS #…";moon⁷ 🐇;No tiene;2021-06-23 17:23:47;0;5;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;💜🅐🅡🅜🅨⁷⟬⟭💜;No tiene;2021-06-23 17:23:30;0;1226;Twitter for Android
"Who else is like this 😂😂
#MBAO #BTS #BTS_Butter #BTSMeal #BTSARMY #memes 
@BTS_twt @bts_bighit https://t.co/35qxl7ZA2z";MOROCCAN BTS ARMY OFFICIAL;Morocco;2021-06-23 17:23:22;6;2;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;Hilwa;No tiene;2021-06-23 17:23:00;0;1226;Twitter for iPhone
"RT @McDo_PH: Hotness overload! Have you tried these two new fiery sauces? Get a taste when you order The #BTSMeal. 

Order now via https://…";ae_;Pasay City, National Capital ;2021-06-23 17:22:28;0;253;Twitter for Android
